nominal:compounds,english,Computed,4
classifiers,gain,Computed,2
vme:bus,sun4,Computed,4
personal:computers,graphics:displays,Computed,4
confidence,extracted:fields,Computed,3
base:parser,collins:2000:reranker,Computed,6
boolean:matrix:multiplication:bmm,cfg:parsing,Computed,1
hpsg,ltag,Computed,6
referents,anaphora,Computed,4
well:calibrated:probabilities,estimations,Computed,1
pronominal:anaphora:resolution:module,lucy,Computed,4
prolog,subset:of:logic,Computed,4
recordings,southern:min:chinese,Computed,3
fuzzy:quantifier,proposition,Computed,4
coedition,natural:language:text,Computed,1
ranks,referents,Computed,3
topics,texts,Computed,3
morpho:syntactic:and:semantic:characteristics,nominal:constituents,Computed,3
german:corpus,srhs,Computed,4
attribute:sequences,hdags,Computed,3
syntactic:descriptions,restrictive:statements,Computed,3
prototype:system,industry:watch,Computed,1
strength:of:potential:antecedence,substitutions,Computed,3
smoothing,unlexicalized:parser,Computed,1
reference:model,averaging,Computed,1
categories,thesaurus,Computed,4
story,corpus,Computed,4
editor,lexicologists,Computed,1
infomagnets,exploratory:corpus:analysis,Computed,1
svms,language:processing:tasks,Computed,1
ilimp,syntactic:analysis:system,Computed,1
blog:posts,relevance,Computed,3
non:terminals,category:labels,Computed,4
language:model,abstract:moves,Computed,3
language,affix:removal,Computed,3
grammars,edol,Computed,1
circuit:specifications,temporal:logic:ctl,Computed,3
forward:pass,word:graph,Computed,1
path:values,disjunctions,Computed,4
analytical:inverses,compositional:syntax:rules,Computed,3
consistency:problem,formulas,Computed,3
predictions,ellipsis,Computed,3
terminology:structuring,lexical:methods,Computed,1
reduplications,natural:languages,Computed,4
words,constituent:parts,Computed,4
taiwan:child:language:corpus,scripts,Computed,4
vocabularies,words,Computed,4
abstracts,research:articles,Computed,4
unsupervised:methods,accuracies,Computed,2
translation:quality,ebmt,Computed,2
missing:words,ellipsis,Computed,4
analogies,sentences,Computed,3
compositionality,translation,Computed,3
scoring,speech:recognition:hypotheses:srh,Computed,1
priming,incremental:probabilistic:parser,Computed,1
csg,phrase:structure:grammar,Computed,1
q:a,predictive:questioning,Computed,1
hubs,automaton,Computed,4
features,electronic:discussions,Computed,3
words,capitalization,Computed,3
mimo,translation,Computed,1
specifications,answer:expressions,Computed,3
weight,word:error:rate:wer,Computed,6
edges,edges,1,6
rhetorical:patterns,patterns,1,6
path:based:inference,node:based:inference,0.999976,6
sentence:plan,top:human:ranked:sentence:plan,0.999931,6
classification:based:representation:techniques,unification:based:linguistic:descriptions,0.999919,1
lexically:induced:relations,mesh:relations,0.999916,6
user:model,user,0.999914,3
meta:inference:types,inference,0.999906,3
useful:terms,query:terms,0.999896,6
word:lemma:based:feature:function:models,token:based:models,0.999891,6
corpus,newspaper:corpus,0.999883,4
s:vsm:model,vsm:model,0.999874,6
parser,known:deterministic:parser,0.999841,6
interactive:question:answering:q:a:system,automatic:q:a,0.999833,1
complex:sentences,simple:clausal:structures,0.999828,4
out:of:domain:corpus,in:domain:corpus,0.999818,6
kl:one,epistemological:level,0.999811,3
darpa:spoken:language:systems:sls:program,sls:systems,0.999809,5
on:line:encyclopedias:and:dictionaries,positive:and:negative:definition:examples,0.999806,1
multiple:parsing:strategies,recognition:of:extra:grammatical:input,0.999803,1
text:applications,common:text:processing:modules,0.999802,1
dialogue:strategies,user:modeling,0.999797,1
maximum:entropy:model,stochastic:output:selection,0.999794,1
log:linear:block:bigram:model,real:valued:features,0.999789,1
natural:language:processing,spoken:language:understanding,0.999788,1
typed:feature:structures,top:down:derivation,0.999788,1
rule:based:learning:algorithm,memory:based:system,0.999785,6
meaning:entailing:substitutability,semantic:oriented:nlp:applications,0.999777,1
question:focused:sentence:retrieval,news:articles,0.999776,1
noun:wsd:problems,japanese:dictionary:task:in:senseval2,0.999776,4
generative:probabilistic:model,parse:trees,0.999774,3
morphological:analyzer,recognition:and:classification:of:proper:names:numerical:and:temporal:expressions:i:e:named:entity:ne:items,0.999772,1
semantically:annotated:corpus,acquisition:of:word:semantic:information,0.999763,1
transcription:errors,asr:output,0.999761,3
dependency:structures,japanese:patent:claim:sentences,0.999758,3
probabilistic:model,information:extraction:tasks,0.999756,1
phrase:based:models,word:based:models,0.999756,6
syntactico:semantic:tectogrammatical:annotation,prague:dependency:treebank,0.999755,4
underspecified:semantic:representation:usr,scope:ambiguity,0.999752,3
parse:forest:representation,analyses:for:large:treebank:grammars,0.999752,3
a:deterministic:parser,traditional:deterministic:parsers,0.999751,6
pos:tag:ambiguity,ccg:supertagging,0.999749,2
error:correction:rules,thai:key:prediction,0.999743,1
dependency:relations,question:phrases,0.999742,3
tree:adjoining:grammar,o:n6:time,0.999742,3
tag,lexicalized:structures,0.999741,1
ambiguity:resolution,dependency:parsing,0.999738,4
information:extraction:techniques,structured:databases,0.999737,2
acoustic:modeling,cepstrum:based:features,0.999736,1
computational:theory,human:plausible:reasoning,0.999736,3
ungrammatical:structures,grammatically:correct:input,0.999731,6
traditional:knowledge:based:techniques,corpus:based:approach,0.999724,6
ambiguity,semantic:annotation,0.999724,3
combinatory:categorial:grammar:ccg:lexicon,turkish:dependency:treebank,0.999723,1
grammar:coverage:problems,fully:connected:first:order:statistical:class:grammar,0.999723,1
feature:structures,logical:formulas,0.999721,3
conditional:log:linear:model,hidden:variables,0.999719,3
linguistic:concepts,training:examples,0.999715,3
syntax,answer:expressions,0.999715,3
recognition:technology,document:oriented:applications,0.999713,4
parallel:data,chinese:arabic:and:english:non:parallel:newspaper:corpora,0.999712,4
discourse:structure,discourse:connectives,0.999711,1
logical:model,denotational:semantics,0.999711,6
connectionist:neural:network,expected:grammatical:sentences,0.99971,1
lexical:weighting,phrase:translations,0.99971,3
component,decision:tree:architecture,0.999706,1
single:strategy:parsers,multi:strategy:approach,0.999706,6
grammars,source:and:target:languages,0.999705,3
alignment:adaptation:approach,domain:specific:in:domain:word:alignment,0.999703,1
morphological:component,nlp:system:for:dutch:dutch:medical:language:processor::dmlp,0.999702,4
japanese:parsers,decision:trees,0.999699,1
unification:based:grammatical:frameworks,kl:one:like:knowledge:representation:systems,0.999698,6
measure,human:judgment,0.999697,6
decision:trees,probability:estimation,0.999696,1
classifier,concrete:noun,0.999691,3
temporal:expressions,newswire:texts,0.99969,4
semantic:information,syntactic:cues,0.999686,1
shallow:linguistic:features,questions,0.999686,3
semantic:role:labeling,independent:classifiers,0.999681,1
rules,deterministic:parsers,0.999679,4
korean:phonological:knowledge:base:system,unification:based:grammar:formalism,0.999678,1
features,markov:model,0.999677,3
dictionary,linguistic:theory,0.999673,1
metagrammatical:formalisms,context:free:phrase:structure:rules,0.99967,4
coherence:assessment,ranking:learning:problem,0.999668,3
grammars,parser:for:non:configurational:languages,0.999668,1
control:structure,entity:oriented:parser,0.999657,1
grammars,regular:expressions,0.999655,4
morphological:component,derived:words,0.999654,1
generative:model,features,0.999653,1
multi:strategy:and:multi:source:approach:to:question:answering,answering:agents,0.999653,1
meaning,proposition,0.999651,3
meaning,proposition,0.999651,3
translations,beam:search:decoder,0.99965,1
mapping:score,correlation:measure,0.999648,4
discourse:understanding:process,spoken:dialogue:systems,0.999648,1
training:and:test:data,subcategorization:acquisition,0.999647,1
one:time:look:up:method,korean:to:english:and:a:japanese:to:english:dictionary,0.999647,1
graph:unification,unification:based:grammar:parsing,0.999644,4
textual:domain,open:domain:question:answering,0.999639,6
features,lexical:similarity,0.999639,1
user:modeling,cooperative:responses,0.999636,1
behavioral:patterns,tutorial:dialogue,0.999634,4
language:independent:system,automatic:discovery:of:text,0.999633,1
model:of:grammatical:processing,uniform:processing,0.999628,1
transfer:component,parse:reduction,0.99962,1
anaphoric:component,mimo:formalism,0.99962,4
construction:specific:approach,task:specific:language:development,0.999619,1
features,discriminative:log:linear:models,0.999617,4
bilingual:dictionary:coverage,features,0.999615,1
dictionary,linguistic:resources,0.999615,1
subcategorization:frames,verb,0.999613,3
phrase:boundary:heuristics,function:words,0.999611,1
feature:weighting:and:selection:function,feature:vectors,0.99961,2
parsing:strategies,control:structure,0.999609,1
ranking:algorithm,lattice:based:approach,0.999608,6
chinese:punctuation:marks,cue:phrases,0.999601,6
cognitively:well:motivated:interfaces,display:of:graphical:information,0.9996,1
speech:and:text:image:recognition,documents:with:signal:content,0.999598,1
logical:well:formedness:conditions,trees,0.999595,3
definition:sentences,dictionary,0.999594,4
meaning,input,0.999593,3
query:terms,retrieval,0.999593,1
lexical:approaches,bilingual:dictionaries,0.999593,1
automatic:evaluations,high:quality:data,0.999589,1
focus,discourse,0.999587,4
domain:independent:features,input:dataset,0.999586,3
error:correction,ill:formed:input,0.999585,1
kl:one:style:representation,parsing,0.999584,1
augmented:transition:network,dialog:model,0.999583,1
generalized:translation:knowledge,korean:english:translation,0.999583,3
corpus:based:approach,verb:noun:collocation:dictionary:for:polish,0.999583,1
lemma:based:model,dutch:senseval:2:test:data,0.999582,1
texts,target:corpus,0.999578,4
method:to:automatically:acquire:paraphrases,bilingual:corpora,0.999578,1
hierarchical:or:other:types:of:relations,terms,0.999573,3
token:classification:task,tagging:strategies,0.999572,1
voice:input,interactive:problem:solving,0.999571,1
arabic:word:segmentation:system,exact:match:accuracy,0.999569,2
extraction:system,complex:sentences,0.999568,1
generalized:metaphor,recognition:network,0.999568,4
node:based:inference:rules,predicate:calculus:notation,0.999567,1
syntactic:structure:features,parse:tree,0.999566,4
phrases,unknown:words,0.999566,4
threading:algorithm,0:n:time,0.999564,3
computational:model,pos:learning,0.999561,1
model:theoretic:interpretation,f:structures,0.99956,3
arabic:word:segmenter,unsegmented:arabic:corpus,0.999555,1
words,similar:context:features,0.999554,3
specific:heuristics,multi:strategy:framework,0.999552,4
duration:model,error:rate,0.999551,2
joint:model,argument:frames,0.99955,3
global:meaning,sentence,0.999549,3
sentence,meaning,0.999549,3
hbg:model,p:cfg,0.999547,6
full:scale:two:level:morphological:description,turkish:word:structures,0.999546,3
data:representations,noun:phrase:chunks,0.999543,3
training:speakers,word:error:rate,0.999542,2
tap:xl:automated:analyst:s:assistant,multilingual:multimedia:data,0.999534,1
word:based:collocational:properties,automatic:segmentation,0.999534,1
database,tagging,0.999532,1
robust:generator,knowledge,0.999531,1
logic,theory,0.999529,6
constituent:structure:trees,semantic:composition,0.999527,1
similarity:driven:transfer:system:simtran,case:based:mt:cbmt,0.999525,1
embodied:conversational:agent,dialogue:system,0.999525,4
modular:architecture,understanding,0.999523,4
inference:types,certainty:conditions,0.999522,3
knowledge:based:and:random:selection:procedures,language:modeling:tasks,0.999521,1
phrases,high:accuracy:word:level:alignment:models,0.999521,4
model,macro:average:f1:performance,0.999519,2
terms,hierarchically:structured:terminology,0.999519,4
generation:system,disjunctive:feature:structures,0.999514,1
maximum:entropy:word:alignment:algorithm,supervised:training:data,0.999513,1
internal:and:contextual:information,domain:specific:terms,0.999512,3
segment:boundaries,spoken:multiparty:dialogue,0.999512,4
parsing:technique,rcl:parsers,0.99951,1
dialogue:acquisition:and:tracking:algorithm,voice:interactive:system,0.999507,4
black:box:methodology,question:answering:nl:systems,0.999506,1
bit:vector:based:cky:style:parser,context:free:parsing,0.999505,1
verb:final:language,overt:case:markers,0.999503,3
automatically:acquired:parallel:corpus,english:french:document:pairs,0.999501,4
theory,dimensionalized:space,0.9995,4
mismatch:resolution:scheme,information:flow,0.999494,3
rules,segmented:strings,0.999491,1
features,terms,0.99949,3
cclinc:korean:to:english:translation:system,core:modules,0.999487,4
retrieval:performance,translation:memory:system,0.999484,2
computational:problems,probabilistic:translation:models,0.999481,3
answer:resolution:algorithm,baseline:system,0.999478,6
praguian:dependency:based:approach,penn:discourse:annotation,0.999476,6
phrases,trees,0.999476,3
explanation:generation,semantically:rich:large:scale:knowledge:bases,0.999475,1
model,f:measure,0.999475,2
modules,architecture,0.999474,4
structure,information:source,0.999473,3
unification:based:grammar,multidimensional:chart:parser,0.999472,1
em:algorithm,optimum:iteration:number,0.99947,3
source:dependency:parse,sentence,0.999465,3
training,em:algorithm,0.999464,1
answer:candidates,text:corpus,0.999461,4
log:linear:models,statistical:alignment:models,0.999461,1
training:material,algorithm,0.99946,1
generation:problem,np:complete,0.999458,3
features,linguistic:objects,0.999458,3
n:gram:transliteration:model:n:gram:tm,transliteration:process,0.999455,3
verbal:interactions,task:oriented:dialogs,0.999453,4
lsa:based:and:the:cooccurrence:based:word:vectors,associative:similarity,0.999453,1
system,multi:component:architecture,0.999453,1
out:of:domain:corpus,in:domain:word:alignment,0.999449,1
event,sentence,0.999449,4
dialog:schemata,conversation:analysis,0.999448,5
decision:tree:based:approach,pronoun:resolution,0.999448,1
sentences,chunks:of:words,0.999448,4
unlexicalized:pcfg:parser,manual:feature:selection,0.999448,1
sentence:retrieval:problem,stochastic:graph:based:method,0.999447,1
corpus:based:method,classifier:assignment,0.999447,1
ellipsis:resolution,discourse:copying:algorithm,0.999444,3
event:map,documents,0.999441,1
construction:specific:approach,flexible:parsing,0.999439,1
conventional:context:free:morphological:grammar,probability:based:scoring:function,0.999439,1
utterances,linguistic:structure,0.999437,3
combination:methods,system:performance,0.999435,2
segment:based:approach,phonetic:recognition,0.999431,1
subcategorization:frame:scf,information:bottleneck,0.999431,1
features,sentences,0.99943,3
automatic:abstracting:systems,training:resources,0.999429,1
human:transcriptions,speech:recognition,0.999427,6
statistical:information,dialogue:corpora,0.999424,3
machine:readable:dictionaries:mrd:s,broad:coverage:lexicon,0.999423,1
quality,utterances,0.999421,3
subcategorization:cues,spoken:language,0.999419,4
post:processing,output,0.999419,1
verb:semantics,syntactic:behavior,0.999416,6
documents,arabic,0.999408,3
multiple:and:nested:interactions,sentence,0.999407,4
induced:model,state:of:the:art:coherence:model,0.999406,6
left:corner:parsing:algorithm,context:free:grammars,0.999406,1
knowledge:based:generation:systems,machine:learning:techniques,0.999402,1
javelin:system,planning:based:architecture,0.999398,4
identification:of:non:local:depenencies,penn:treebank:data,0.999396,3
mt:based:paraphrasing:technique,qa:system,0.999394,1
task,data:retrieval,0.999392,1
representation:scheme,utterances,0.99939,3
punctuation,discourse:processing,0.999385,1
word:sense:disambiguation:systems,bilingual:material,0.999384,1
unsupervised:training,phone:n:gram:model,0.999382,1
dops:system,target:document,0.999381,1
automatic:speech:recognition:technology,dialog:systems,0.99938,1
domain:independent:model,automated:interpretation,0.999376,1
range:concatenation:languages:rcl,polynomial:time,0.999376,3
semantic:verb:classes,corpus:data,0.999374,3
user:knowledge:modeling:architecture,icicle:system,0.999374,4
cfg:rules,parsed:corpus,0.999373,1
sentence,verb,0.999373,4
verb,sentence,0.999373,4
generation,dialog:systems,0.999372,1
parallel:corpora,korean:and:english:language:pairs,0.999372,4
blackboard:like:architecture,partial:theories,0.999366,4
dictionary:word:sense:definitions,phrasal:patterns,0.999363,1
representations,english:arabic:and:spanish:lexicons,0.999358,1
part:of:speech:information,words,0.999357,3
intra:sentential:quality,rule:based:heuristics,0.999356,5
formal:definition,parsing,0.999355,3
hmm:training,accuracy,0.999352,2
definite:clause:grammar:techniques,parser,0.999351,1
part:of:speech:tagging,statistical:and:constraint:based:disambiguation,0.999348,1
spoken:language:corpus,atis:air:travel:information:system:domain,0.999347,3
live:closed:captions,unknown:words,0.999344,4
discourse:relations,czech,0.999344,4
plume:s:approach:to:parsing,semantic:caseframe:instantiation,0.999343,1
statistical:techniques,translations,0.999343,1
computational:complexity,smt,0.999343,3
sentences,answer,0.999342,4
words,information,0.999341,3
recognition:of:proper:nouns,japanese:text,0.99934,1
grammar,linguistic:introspection,0.999338,1
accuracy,topic:information,0.999334,2
sparsity:of:the:feature:space,parsing:data,0.999332,3
ambiguity,speech:understanding,0.999329,3
computational:complexity,unification,0.999329,3
czech:english:statistical:machine:translation:system,tree:to:tree:translation,0.999327,1
parsing,korean,0.999326,1
verbs,argument:structures,0.999323,3
test:set,darpa:resource:management:corpus,0.999323,4
cooperative:model,natural:language:understanding,0.999322,1
parser:mdcc,augmented:friedman::warren:algorithm,0.999316,1
performance,formal:analysis,0.999314,2
semantic:constraints,anaphora:references,0.999309,1
unknown:words,context,0.999303,3
lexical:conceptual:structure:lcs:representations,verbs,0.999299,3
spoken:language:understanding:system,intelligent:mobile:agents,0.999299,4
deep:processing,shallow:techniques,0.99929,1
classifiers,lemma:based:approach,0.99929,6
n:best:speech:language:integration:architecture,accuracy,0.999288,2
email:communication,utterances,0.999287,4
verbmobil:task,limited:domain:spoken:language:task,0.999285,3
textual:corpus,derived:strings,0.999285,4
parser,large:vocabulary:speech:recognition,0.999279,1
morphological:analysis,japanese:text:processing,0.999278,4
sentence:plans,text:plan:input,0.999278,3
entailment:acquisition,asymmetric:or:directional:relations,0.999275,5
continuous:density:hmm,gaussian:mixture,0.999274,3
nl:evaluations,message:understanding:conferences,0.999272,5
words,restricted:vocabulary,0.999263,4
sentence:boundary:detection,speech:recognition,0.999263,1
n:gram:statistics,language:modeling,0.999262,1
grammar,parallel:corpora,0.999261,4
discourse:level,annotation,0.999259,3
domain:independent:capabilities,paramax:spoken:language:understanding:system,0.999258,3
part:of:speech:annotation,corpus,0.999257,1
term:similarities,query:terms,0.999255,3
accuracy,term:aggregation:system,0.999255,2
pos:tag:feature:function,word:lemma:model,0.999249,4
continuous:speech:recognition:csr:techniques,spoken:language:systems:sls,0.999248,1
large:scale:natural:language:generation,knowledge,0.999247,1
translation:knowledge,bilingual:corpora,0.999244,4
semi:supervised:methods,labeled:data,0.999238,1
lr:parser,cf:grammars,0.999237,1
laboratory:study,wizard:of:oz:technique,0.999236,1
japanese:english:translation,semantics:directed:approach,0.999234,1
pragmatics:processing,abductive:inference,0.999233,1
chinese:language,verb,0.999232,4
log:d:overheads,structure:sharing:of:graphs,0.999232,3
parse:record,utterance,0.999231,3
corpus,question:answer:pairs,0.999229,4
relations,japanese:language:dictionary,0.999229,4
answers,corpora,0.999226,4
parser,text:to:speech:conversion:system,0.999226,1
system,decision:tree:classifier,0.999225,4
context:free:languages,ccr:formalism,0.999223,6
lexico:syntactic:knowledge,scfs,0.999222,3
utterances,discourse,0.999222,4
discourse,utterances,0.999222,4
features,tree,0.999221,3
statistics,speech:data,0.999215,6
words,context,0.999209,3
models,probabilistic:context:free:grammars,0.999208,3
corpus,child:language:data:exchange:system:childes,0.999203,3
hypotheses:graph,shallow:mapping,0.999196,1
methods,time:exponential:on:the:size:of:the:grammar,0.999195,3
relations,representations,0.999194,3
conll:2008:shared:task,generative:history:based:latent:variable:model,0.999186,1
mwes:database,corpus:data,0.999186,6
grammar,crossed:serial:dependencies,0.999184,1
quantified:sentences,temporal:connective,0.999182,4
lexical:affinity,sequential:models,0.999181,1
unlexicalized:parser,german,0.999181,1
phrase:based:statistical:machine:translation:method,non:contiguous:phrases,0.99918,1
recognizer,bigram:back:off:language:models,0.999179,1
focus,speech:synthesis:systems,0.999178,1
existing:grammar,new:sublanguage,0.999175,1
topical:blog:post:retrieval,textual:credibility:indicators,0.999162,1
decoding:strategy,minimum:bayes:risk:framework,0.999161,1
structural:information,speech:understanding,0.999157,1
english:japanese:machine:translation,syntax:directed:approach,0.999157,1
supervised:and:unsupervised:methods,performance,0.999141,2
convolution:kernel,syntactic:structure:information,0.999141,3
bottom:up:pattern:matching:parser,restricted:natural:language,0.99914,1
predicting:top:level:boundaries,machine:learning:approach,0.999138,1
sentences,quantification:over:events,0.999133,4
sentences,verbs,0.999126,4
proportion:problem,generalized:quantifier:approach,0.999124,5
error:correction:mechanisms,unseen:data,0.999124,1
flexible:parser,grammar,0.999122,4
disambiguation:algorithms,discourse:constraint,0.999115,1
statistical:model,japanese:unknown:words,0.999113,3
natural:language:processing:nlp:system,new:domain,0.999113,1
parse,sentence,0.999111,3
approximation:error,language:model,0.999108,2
interpolation:methods,performance,0.999102,2
mt:system,parallel:corpus,0.999099,1
memo:functions,parse:forest,0.999096,1
different:quality:references,evaluation,0.999081,1
software:library,multilingual:tipster:user:interfaces,0.999081,1
conceptual:system,nl,0.99908,3
algorithm:for:translation:lexicon:acquisition:sable,translation:lexicons,0.999074,1
translation:framework,situation:theory,0.999071,1
natural:language:system,computational:lexicon,0.999067,1
multimodal:parsing:and:understanding,weighted:finite:state:device,0.999065,1
paraphrases,bilingual:parallel:corpus,0.999065,4
semantic:equivalence,verbs,0.999058,3
educational:tool,protocol:analysis,0.999056,1
candidates,understanding,0.999055,1
candidates,understanding,0.999055,1
quantifying:noun:groups,german,0.999051,4
dynamic:hierarchical:phrasal:lexicon:dhpl,language:acquisition,0.999049,1
syllogistic:reasoning:with:dispositions,commonsense:reasoning,0.999046,2
co:occurrence:distribution,terms,0.999045,3
monolingual:parallel:corpora,paraphrases,0.999043,4
expectation:maximization:em:algorithm,text:classification:problems,0.999043,1
model,performance,0.999043,2
translation,traditional:mt:architectural:designs,0.999039,1
system,70:precision,0.999028,2
boosting:approach,ranking:problems,0.999028,1
smt,rule:based:translation:systems,0.999027,6
ensemble:learning:approach,german:pronouns,0.999025,1
experimental:evaluation,summarization,0.999025,5
distance,concepts,0.999015,3
model:parameters,vocabulary,0.999014,1
semantic:criterion,distributional:word:feature:vectors,0.999012,3
parsing,incremental:description:refinement,0.999004,1
domain:dependence,wsd:programs,0.998996,3
system,systems,0.998993,6
evaluation:method,latent:variable:model,0.998992,1
intex:system,performance,0.998988,2
parser,natural:language:interface,0.998984,1
root:word:lexicon,roots:words,0.998984,4
language:model,answers,0.99898,1
two:phase:shift:reduce:dependency:parser,svm:learning,0.998977,1
surface:representation,domain:entities,0.998975,3
training:data,language:modeling,0.998968,1
supervised:learning,summarization,0.998967,1
practically:unsupervised:learning:method,single:snippet:answers,0.998945,1
speech:processing,human:machine:communication,0.998943,6
output,segmentation:standards,0.99894,3
sentences,words,0.998935,4
paraphrases,automatic:alignments,0.998931,4
string:similarity,edit:distance,0.998928,1
entailment:relations,verbs,0.998924,3
heuristic:principles,probabilistic:horn:clauses,0.998924,3
cross:lingual:comparisons,analysis,0.998916,5
verbs,scfs:distributions,0.998914,3
constraint:system,statistical:model,0.998912,6
suffix:analysis,labelled:bracket:f:score,0.998907,2
grammar,generator,0.998906,1
semantic:information,performance,0.998905,2
theories,generalized:alignment,0.998904,1
unsupervised:learning:approach,non:english:arabic:stemmer,0.9989,1
patterns,translation:data,0.998898,4
heuristic:learning,word:based:alignments,0.998896,1
syntax,natural:languages,0.998889,4
system:response,natural:language:generation:community,0.998888,5
well:calibrated:probabilities,sense:priors,0.99888,1
reference:sets,mt:evaluation,0.998869,1
domain:independent:means:of:evaluating:spoken:language:systems:sls,software,0.998867,1
coarse:grained:concepts,concept:concept:matrix,0.998865,4
loss:functions,translation:performance,0.998854,3
parsing,wall:street:journal:treebank,0.998846,1
features,heuristic:principles,0.998837,3
nlp:tasks,graph:transformations,0.998824,3
speaker:independent:si:training,speech,0.998818,1
corpus,words,0.998811,4
corpus,words,0.998811,4
text,text:to:speech:form,0.99881,6
number,nouns,0.998805,3
candidate:parses,sentence,0.998803,3
model,mt:systems,0.998782,6
similarity,sentence,0.998778,3
context,dialogue,0.998773,3
unsupervised:learning:method,associative:relationships:between:verb:phrases,0.998764,1
pruning:criteria,chinese:text:input,0.998762,1
personal:names,chinese:newspapers,0.998753,4
meanings,lexical:items,0.998751,3
rank,entropy,0.998748,6
critical:discussion,evaluation:of:natural:language:systems,0.998744,5
system,f:measures,0.998738,2
machine:translation:mt:evaluation,sentence:level:semantic:equivalence:classification,0.998737,6
patterns,machine:translation:output,0.998737,4
similarity,words,0.99873,3
temporal:expression:anchoror:tea,baseline,0.99873,6
treebank,penn:wsj,0.99873,6
boolean:conditions,categories,0.998729,3
focus:of:attention,attentional:state,0.998719,3
attentional:state,focus:of:attention,0.998719,3
temporal:adverbials,sentence,0.998719,4
translation:relation,textual:representation,0.998714,6
lexical:coverage,mt:systems,0.99871,3
paraphrasing,interpretation:and:generation:of:natural:language,0.998696,1
unsupervised:learning:algorithm,identification:of:paraphrases,0.998691,1
comparator:software,domain:independent,0.99869,3
inflected:forms,ambiguous:word,0.998681,3
spelling:correction,agglutinative:languages,0.998676,1
spelling:correction,languages,0.998676,1
morphology,word:order,0.998671,6
statistical:translation:model,phrases,0.998653,1
sense,discourse,0.998647,4
components,names,0.998638,1
credibility:indicators,retrieval:effectiveness,0.998633,2
derived:string,corpus,0.998623,4
natural:language:interpretation,semantic:domain:models,0.998623,1
mbr:decoding,statistical:mt:performance,0.998617,1
paraphrasing,sentences,0.998617,3
statistical:machine:translation:smt,smt:research:community,0.998615,5
highly:inflective:languages,czech,0.998603,3
memory:based:learning:chunker,chunking:results,0.998595,2
grammatical:gender,french,0.998589,4
paraphrasing,parser,0.998585,2
chinese:word:sense:disambiguation:model,translation:candidates,0.998583,1
algorithm,language:pairs,0.998581,1
text,language:l0,0.998572,3
visualization:method,mt:system,0.998571,1
accuracy,language:identification,0.998563,2
chinese:text,corpora,0.998557,4
speech:processing,finite:state:models,0.998543,1
sentential:paraphrases,paraphrase:class,0.998533,4
functions,formal:language,0.998531,4
ambiguity,natural:language,0.998523,3
context,sentence,0.998517,3
automatic:metrics,mt,0.998505,1
automatic:estimation:method,word:significance:weights,0.998503,1
human:machine:interactions,natural:language:environment,0.998502,3
transfer:phase,interlingual:approach,0.998489,6
interface,ie:enhanced:text:browsers,0.998488,4
management:of:uncertainty,expert:systems,0.998484,4
grammar:sensu:stricto,treebank,0.998479,3
indicators,retrieval:approach,0.998475,1
utterance:classification,manual:transcription,0.998474,1
sense:resolution,text:processing,0.99847,4
computational:model,word:segmentation,0.998461,3
decoding,non:literal:aspects:of:communication,0.998454,1
free:indexation,referential:properties:of:noun:phrases,0.998442,2
machine:learning:approach,bare:slice:disambiguation,0.998433,1
natural:sublanguages,stereotyped:text:structure,0.99843,3
